product_a,product_b,times_bought_together
OFF-AP-3878,OFF-AP-4719,1
OFF-AP-3878,OFF-AR-3464,1
OFF-AP-3878,OFF-BI-3736,1
OFF-AP-3878,OFF-ST-6048,1
FUR-CH-4546,OFF-AP-3878,1
FUR-CH-4546,OFF-AP-4719,1
FUR-CH-4546,OFF-AR-3464,1
FUR-CH-4546,OFF-ST-6048,1
OFF-FA-5474,TEC-AC-5101,1
OFF-FA-5474,TEC-MA-5541,1
OFF-FA-5474,TEC-PH-3149,1
FUR-FU-3932,OFF-FA-5474,1
FUR-FU-3932,TEC-AC-5101,1
FUR-FU-3932,TEC-MA-5541,1
FUR-FU-3932,TEC-PH-3149,1
TEC-MA-5541,TEC-PH-3149,1
TEC-AC-5101,TEC-MA-5541,1
TEC-AC-5101,TEC-PH-3149,1
FUR-CH-5454,FUR-FU-3932,1
FUR-CH-5454,OFF-FA-5474,1
FUR-CH-5454,TEC-AC-5101,1
FUR-CH-5454,TEC-MA-5541,1
FUR-CH-5454,TEC-PH-3149,1
OFF-EN-3111,OFF-PA-4468,1
OFF-PA-5869,TEC-PH-3139,1
FUR-BO-3639,OFF-PA-5869,1
OFF-PA-4183,TEC-AC-4166,1
OFF-PA-4183,TEC-AC-4185,1
OFF-PA-4183,TEC-CO-3593,1
OFF-LA-4688,OFF-PA-3988,1
OFF-LA-4688,OFF-PA-4183,1
OFF-LA-4688,TEC-AC-4166,1
OFF-LA-4688,TEC-AC-4185,1
OFF-LA-4688,TEC-CO-3593,1
FUR-BO-4853,OFF-LA-4688,1
FUR-BO-4853,OFF-PA-3988,1
FUR-BO-4853,OFF-PA-4183,1
FUR-BO-4853,TEC-AC-4166,1
FUR-BO-4853,TEC-AC-4185,1
FUR-BO-4853,TEC-CO-3593,1
TEC-AC-4185,TEC-CO-3593,1
TEC-AC-4166,TEC-AC-4185,1
TEC-AC-4166,TEC-CO-3593,1
OFF-PA-3988,OFF-PA-4183,1
OFF-PA-3988,TEC-AC-4166,1
OFF-PA-3988,TEC-AC-4185,1
OFF-PA-3988,TEC-CO-3593,1
OFF-BI-3186,OFF-LA-4539,1
OFF-BI-3186,OFF-LA-5399,1
OFF-LA-4539,OFF-LA-5399,1
OFF-FA-6199,TEC-CO-5999,1
OFF-LA-5400,TEC-AC-5889,1
OFF-AP-3868,OFF-AR-6127,1
OFF-AP-3868,OFF-LA-5400,1
OFF-AP-3868,TEC-AC-5889,1
OFF-AR-6127,OFF-LA-5400,1
OFF-AR-6127,TEC-AC-5889,1
FUR-CH-5366,OFF-AP-3868,1
FUR-CH-5366,OFF-LA-5400,1
FUR-CH-5366,TEC-AC-5889,1
OFF-EN-4432,OFF-SU-4325,1
FUR-FU-3028,TEC-MA-5549,1
FUR-CH-5454,TEC-PH-3802,1
OFF-ST-4107,OFF-ST-6031,1
OFF-LA-3299,OFF-ST-4107,1
OFF-LA-3299,OFF-ST-6031,1
OFF-EN-4436,TEC-CO-3678,1
FUR-BO-4863,FUR-CH-5412,1
FUR-BO-4863,OFF-LA-4537,1
FUR-CH-5412,OFF-LA-4537,1
OFF-AR-3501,OFF-AR-3526,1
FUR-CH-4656,OFF-AR-3501,1
FUR-CH-4656,OFF-AR-3526,1
FUR-CH-5773,OFF-AR-3545,1
OFF-BI-6382,TEC-CO-4568,1
OFF-SU-4122,TEC-AC-4188,1
FUR-BO-3639,OFF-SU-4122,1
FUR-BO-3639,TEC-AC-4188,1
OFF-ST-6251,TEC-PH-3801,1
FUR-FU-4035,OFF-ST-6251,1
FUR-FU-4035,TEC-PH-3801,1
OFF-SU-6183,TEC-AC-5099,1
OFF-ST-6066,OFF-SU-6165,1
OFF-ST-6066,TEC-PH-5840,1
OFF-SU-6165,TEC-PH-5840,1
OFF-BI-2893,OFF-ST-6066,1
OFF-BI-2893,TEC-PH-5840,1
FUR-BO-3906,OFF-AR-5918,1
OFF-ST-4251,OFF-ST-5709,1
OFF-ST-4259,TEC-AC-5100,1
OFF-ST-4259,TEC-CO-5997,1
TEC-AC-5100,TEC-CO-5997,1
OFF-BI-3724,OFF-ST-5689,1
OFF-AP-4744,TEC-CO-3591,1
FUR-TA-5063,OFF-AP-4744,1
FUR-TA-5063,TEC-CO-3591,1
OFF-FA-6186,OFF-ST-4259,1
OFF-AR-5912,OFF-FA-6186,1
OFF-AR-5912,OFF-ST-4259,1
OFF-EN-3110,TEC-CO-3697,1
OFF-BI-2891,OFF-ST-6047,1
OFF-EN-4446,OFF-ST-4108,1
OFF-EN-4446,TEC-PH-5815,1
OFF-ST-4108,TEC-PH-5815,1
OFF-LA-4640,OFF-ST-4262,1
OFF-LA-4640,OFF-SU-3001,1
OFF-LA-4640,TEC-AC-5861,1
OFF-LA-4640,TEC-PH-5268,1
OFF-BI-3717,OFF-LA-4640,1
OFF-BI-3717,OFF-ST-4262,1
OFF-BI-3717,OFF-SU-3001,1
OFF-BI-3717,TEC-AC-5861,1
OFF-BI-3717,TEC-PH-5268,1
OFF-SU-3001,TEC-AC-5861,1
OFF-SU-3001,TEC-PH-5268,1
OFF-ST-4262,OFF-SU-3001,1
OFF-ST-4262,TEC-AC-5861,1
OFF-ST-4262,TEC-PH-5268,1
TEC-AC-5861,TEC-PH-5268,1
OFF-BI-6399,TEC-PH-3140,1
OFF-AP-4502,OFF-ST-4269,1
FUR-CH-5800,OFF-FA-3044,1
FUR-CH-5800,TEC-AC-5888,1
OFF-FA-3044,TEC-AC-5888,1
FUR-CH-5372,FUR-CH-5800,1
FUR-CH-5372,OFF-FA-3044,1
FUR-CH-5372,TEC-AC-5888,1
TEC-PH-3791,TEC-PH-5342,1
OFF-BI-2913,OFF-BI-6375,1
OFF-BI-2913,TEC-PH-3791,1
OFF-BI-2913,TEC-PH-5342,1
OFF-BI-6375,TEC-PH-3791,1
OFF-BI-6375,TEC-PH-5342,1
FUR-CH-4633,OFF-LA-3317,1
FUR-BO-3646,OFF-BI-4812,1
FUR-FU-3048,OFF-BI-4812,1
FUR-BO-5798,OFF-SU-4130,1
FUR-CH-4702,FUR-FU-5739,1
FUR-CH-4702,OFF-SU-4131,1
FUR-FU-5739,OFF-SU-4131,1
FUR-BO-5760,OFF-LA-4538,1
FUR-BO-5954,TEC-AC-5883,1
OFF-AR-3497,TEC-CO-3597,1
OFF-AR-6121,OFF-ST-5703,1
OFF-AR-6121,TEC-PH-5259,1
OFF-ST-5703,TEC-PH-5259,1
OFF-AR-3477,OFF-BI-4823,1
OFF-AR-3477,OFF-SU-6161,1
OFF-BI-4823,OFF-SU-6161,1
FUR-CH-5800,OFF-AR-3477,1
FUR-CH-5800,OFF-BI-4823,1
FUR-CH-5800,OFF-SU-6161,1
OFF-EN-4913,OFF-PA-4464,1
OFF-EN-4913,TEC-AC-5216,1
OFF-EN-4913,TEC-CO-3595,1
FUR-FU-4067,OFF-BI-6398,1
FUR-FU-4067,OFF-EN-4913,1
FUR-FU-4067,OFF-PA-4464,1
FUR-FU-4067,TEC-AC-5216,1
FUR-FU-4067,TEC-CO-3595,1
FUR-CH-5411,FUR-FU-4067,1
FUR-CH-5411,OFF-BI-6398,1
FUR-CH-5411,OFF-EN-4913,1
FUR-CH-5411,OFF-PA-4464,1
FUR-CH-5411,TEC-CO-3595,1
OFF-BI-6398,OFF-EN-4913,1
OFF-BI-6398,OFF-PA-4464,1
OFF-BI-6398,TEC-AC-5216,1
OFF-BI-6398,TEC-CO-3595,1
OFF-PA-4464,TEC-AC-5216,1
OFF-PA-4464,TEC-CO-3595,1
TEC-AC-5216,TEC-CO-3595,1
OFF-EN-4443,OFF-PA-4168,1
OFF-BI-4818,OFF-EN-3672,1
OFF-BI-4818,OFF-EN-4443,1
OFF-BI-4818,OFF-PA-4168,1
FUR-CH-5449,OFF-BI-4818,1
FUR-CH-5449,OFF-EN-3672,1
FUR-CH-5449,OFF-EN-4443,1
FUR-CH-5449,OFF-PA-4168,1
OFF-EN-3672,OFF-EN-4443,1
OFF-EN-3672,OFF-PA-4168,1
OFF-PA-6600,TEC-AC-5102,1
OFF-AP-4966,OFF-EN-4454,1
OFF-AP-4966,OFF-LA-5402,1
OFF-AP-4966,OFF-SU-4996,1
OFF-AP-4966,TEC-MA-6149,1
OFF-AP-4966,TEC-PH-5347,1
OFF-LA-5402,TEC-MA-6149,1
OFF-LA-5402,TEC-PH-5347,1
TEC-MA-6149,TEC-PH-5347,1
OFF-AP-3872,OFF-AP-4966,1
OFF-AP-3872,OFF-EN-4454,1
OFF-AP-3872,OFF-LA-5402,1
OFF-AP-3872,OFF-SU-4996,1
OFF-AP-3872,TEC-MA-6149,1
OFF-AP-3872,TEC-PH-5347,1
OFF-EN-4454,OFF-LA-5402,1
OFF-EN-4454,OFF-SU-4996,1
OFF-EN-4454,TEC-MA-6149,1
OFF-EN-4454,TEC-PH-5347,1
FUR-TA-3337,FUR-TA-3762,1
FUR-TA-3337,OFF-AP-3872,1
FUR-TA-3337,OFF-AP-4966,1
FUR-TA-3337,OFF-EN-4454,1
FUR-TA-3337,OFF-LA-5402,1
FUR-TA-3337,OFF-SU-4996,1
FUR-TA-3337,TEC-MA-6149,1
FUR-TA-3337,TEC-PH-5347,1
OFF-SU-4996,TEC-MA-6149,1
OFF-SU-4996,TEC-PH-5347,1
FUR-TA-3762,OFF-AP-3872,1
FUR-TA-3762,OFF-AP-4966,1
FUR-TA-3762,OFF-EN-4454,1
FUR-TA-3762,OFF-LA-5402,1
FUR-TA-3762,OFF-SU-4996,1
FUR-TA-3762,TEC-MA-6149,1
FUR-TA-3762,TEC-PH-5347,1
OFF-PA-4466,TEC-CO-3597,1
OFF-AP-4722,OFF-EN-5041,1
OFF-BI-3736,OFF-SU-2990,1
FUR-BO-4862,OFF-BI-3736,1
FUR-BO-4862,OFF-SU-2990,1
OFF-BI-4807,TEC-MA-5013,1
FUR-FU-3065,OFF-AP-3862,1
FUR-FU-3065,OFF-AR-5912,1
FUR-FU-3065,OFF-LA-4678,1
OFF-AR-5912,OFF-LA-4678,1
OFF-AP-3862,OFF-AR-5912,1
OFF-AP-3862,OFF-LA-4678,1
OFF-LA-3263,TEC-AC-5860,1
OFF-AP-4748,OFF-LA-3263,1
OFF-AP-4748,TEC-AC-5860,1
OFF-ST-4260,TEC-PH-5259,1
FUR-BO-5950,OFF-ST-4260,1
FUR-BO-5950,TEC-AC-5221,1
FUR-BO-5950,TEC-PH-5259,1
TEC-AC-5221,TEC-PH-5259,1
FUR-BO-3895,FUR-BO-5950,1
FUR-BO-3895,OFF-ST-4260,1
FUR-BO-3895,TEC-AC-5221,1
FUR-BO-3895,TEC-PH-5259,1
OFF-AR-6105,OFF-EN-4913,1
OFF-AR-6105,OFF-SU-2965,1
OFF-AR-3544,OFF-AR-6105,1
OFF-AR-3544,OFF-EN-4913,1
OFF-AR-3544,OFF-SU-2965,1
OFF-EN-4913,OFF-SU-2965,1
TEC-AC-5865,TEC-PH-3141,1
OFF-EN-4449,TEC-AC-5865,1
OFF-EN-4449,TEC-PH-3141,1
OFF-ST-4284,OFF-ST-5691,1
OFF-FA-3070,OFF-ST-4295,1
OFF-FA-3070,TEC-AC-5218,1
OFF-ST-4295,TEC-AC-5218,1
FUR-BO-4866,OFF-AR-5923,1
FUR-CH-5756,OFF-FA-2940,1
OFF-FA-2940,TEC-CO-6002,1
OFF-BI-3251,OFF-EN-5036,1
OFF-AR-3451,OFF-AR-3459,1
OFF-AR-3451,OFF-LA-4696,1
FUR-CH-5753,OFF-AR-3451,1
FUR-CH-5753,OFF-AR-3459,1
FUR-CH-5753,OFF-LA-4696,1
OFF-AR-3459,OFF-LA-4696,1
OFF-LA-6051,OFF-SU-4988,1
OFF-LA-6051,TEC-CO-6012,1
OFF-LA-6051,TEC-MA-5499,1
TEC-CO-6012,TEC-MA-5499,1
OFF-SU-4988,TEC-CO-6012,1
OFF-SU-4988,TEC-MA-5499,1
FUR-BO-5777,OFF-LA-6051,1
TEC-CO-4769,TEC-PH-3817,1
OFF-ST-4080,TEC-CO-4769,1
OFF-ST-4080,TEC-PH-3817,1
OFF-ST-5695,TEC-AC-3391,1
OFF-ST-5692,TEC-AC-3391,1
FUR-CH-4626,OFF-FA-5478,1
OFF-BI-6374,OFF-SU-2991,1
OFF-BI-6374,TEC-AC-5128,1
OFF-SU-2991,TEC-AC-5128,1
OFF-AP-4959,OFF-LA-5401,1
OFF-AP-3873,OFF-AP-4959,1
OFF-AP-3873,OFF-LA-5401,1
OFF-ST-6038,OFF-ST-6263,1
FUR-BO-3639,TEC-MA-6140,1
OFF-BI-3187,TEC-CO-6000,1
OFF-ST-4284,TEC-MA-6151,1
TEC-PH-3147,TEC-PH-5815,1
FUR-CH-4681,TEC-PH-3147,1
FUR-CH-4681,TEC-PH-5815,1
OFF-BI-4806,OFF-LA-4694,1
FUR-FU-6270,OFF-AR-3538,1
FUR-FU-6270,OFF-AR-6114,1
FUR-FU-6270,OFF-FA-5472,1
FUR-FU-6270,OFF-FA-6190,1
OFF-AR-6114,OFF-FA-5472,1
OFF-AR-6114,OFF-FA-6190,1
FUR-CH-5774,FUR-FU-6270,1
FUR-CH-5774,OFF-AR-3538,1
FUR-CH-5774,OFF-AR-6114,1
FUR-CH-5774,OFF-FA-5472,1
FUR-CH-5774,OFF-FA-6190,1
OFF-AR-3538,OFF-AR-6114,1
OFF-AR-3538,OFF-FA-5472,1
OFF-AR-3538,OFF-FA-6190,1
OFF-FA-5472,OFF-FA-6190,1
OFF-LA-4527,OFF-LA-5384,1
OFF-EN-5040,OFF-SU-4123,1
OFF-BI-3295,OFF-EN-5040,1
OFF-BI-3295,OFF-SU-4123,1
FUR-FU-5726,OFF-SU-4993,1
OFF-EN-3092,OFF-ST-4282,1
OFF-PA-3990,OFF-SU-3002,1
FUR-FU-4075,OFF-PA-3990,1
FUR-FU-4075,OFF-SU-3002,1
OFF-AP-4500,OFF-ST-4097,1
FUR-BO-3636,OFF-ST-6039,1
FUR-BO-3636,OFF-ST-6229,1
FUR-BO-3636,TEC-CO-3709,1
FUR-BO-3636,TEC-CO-6007,1
TEC-CO-3709,TEC-CO-6007,1
OFF-ST-6229,TEC-CO-3709,1
OFF-ST-6229,TEC-CO-6007,1
OFF-ST-6039,OFF-ST-6229,1
OFF-ST-6039,TEC-CO-3709,1
OFF-ST-6039,TEC-CO-6007,1
OFF-LA-4657,OFF-SU-2987,1
TEC-AC-5101,TEC-AC-5122,1
TEC-AC-5101,TEC-CO-3679,1
OFF-PA-5879,OFF-ST-4294,1
OFF-PA-5879,OFF-SU-4327,1
OFF-PA-5879,TEC-AC-5101,1
OFF-PA-5879,TEC-AC-5122,1
OFF-PA-5879,TEC-CO-3679,1
TEC-AC-5122,TEC-CO-3679,1
OFF-ST-4294,OFF-SU-4327,1
OFF-ST-4294,TEC-AC-5101,1
OFF-ST-4294,TEC-AC-5122,1
OFF-ST-4294,TEC-CO-3679,1
OFF-SU-4327,TEC-AC-5101,1
OFF-SU-4327,TEC-AC-5122,1
OFF-SU-4327,TEC-CO-3679,1
OFF-FA-3062,OFF-PA-4467,1
OFF-EN-5028,OFF-FA-3062,1
OFF-EN-5028,OFF-PA-4467,1
OFF-BI-3257,OFF-SU-4988,1
FUR-CH-4524,OFF-BI-3257,1
FUR-CH-4524,OFF-SU-4988,1
OFF-BI-3257,OFF-EN-5025,1
OFF-BI-3246,OFF-BI-3257,1
OFF-BI-3246,OFF-EN-5025,1
OFF-AR-6114,OFF-SU-4317,1
FUR-FU-3941,OFF-EN-4452,1
TEC-CO-4571,TEC-CO-4780,1
TEC-AC-4171,TEC-CO-4571,1
TEC-AC-4171,TEC-CO-4780,1
OFF-BI-3251,OFF-EN-3111,1
OFF-BI-4817,OFF-LA-4529,1
OFF-BI-4817,OFF-ST-4252,1
OFF-ST-4252,OFF-SU-3003,1
OFF-LA-4529,OFF-ST-4252,1
OFF-LA-4529,OFF-SU-3003,1
FUR-CH-5373,OFF-AR-5910,1
FUR-CH-5373,TEC-AC-5126,1
FUR-CH-5373,TEC-PH-5339,1
FUR-CH-5373,TEC-PH-5350,1
TEC-AC-5126,TEC-PH-5339,1
TEC-AC-5126,TEC-PH-5350,1
OFF-AR-5910,TEC-AC-5126,1
OFF-AR-5910,TEC-PH-5339,1
OFF-AR-5910,TEC-PH-5350,1
TEC-PH-5339,TEC-PH-5350,1
OFF-EN-4445,OFF-PA-5871,1
OFF-BI-6400,OFF-EN-4445,1
OFF-BI-6400,OFF-FA-5464,1
OFF-BI-6400,OFF-PA-5871,1
FUR-FU-5737,OFF-AR-3549,1
FUR-FU-5737,OFF-AR-6116,1
FUR-FU-5737,OFF-BI-6400,1
FUR-FU-5737,OFF-EN-4445,1
FUR-FU-5737,OFF-FA-5464,1
FUR-FU-5737,OFF-PA-5871,1
OFF-AR-6116,OFF-BI-6400,1
OFF-AR-6116,OFF-EN-4445,1
OFF-AR-6116,OFF-FA-5464,1
OFF-AR-6116,OFF-PA-5871,1
OFF-AR-3549,OFF-AR-6116,1
OFF-AR-3549,OFF-BI-6400,1
OFF-AR-3549,OFF-EN-4445,1
OFF-AR-3549,OFF-FA-5464,1
OFF-AR-3549,OFF-PA-5871,1
OFF-FA-5464,OFF-PA-5871,1
FUR-BO-3642,FUR-BO-3902,1
FUR-BO-3642,FUR-CH-4532,1
FUR-BO-3642,FUR-FU-5737,1
FUR-BO-3642,OFF-AR-3549,1
FUR-BO-3642,OFF-AR-6116,1
FUR-BO-3642,OFF-BI-6400,1
FUR-BO-3642,OFF-EN-4445,1
FUR-BO-3642,OFF-FA-5464,1
FUR-BO-3642,OFF-PA-5871,1
FUR-CH-4532,FUR-FU-5737,1
FUR-CH-4532,OFF-AR-3549,1
FUR-CH-4532,OFF-AR-6116,1
FUR-CH-4532,OFF-BI-6400,1
FUR-CH-4532,OFF-EN-4445,1
FUR-CH-4532,OFF-FA-5464,1
FUR-CH-4532,OFF-PA-5871,1
FUR-BO-3902,FUR-CH-4532,1
FUR-BO-3902,FUR-FU-5737,1
FUR-BO-3902,OFF-AR-3549,1
FUR-BO-3902,OFF-AR-6116,1
FUR-BO-3902,OFF-BI-6400,1
FUR-BO-3902,OFF-EN-4445,1
FUR-BO-3902,OFF-FA-5464,1
FUR-BO-3902,OFF-PA-5871,1
OFF-EN-5031,OFF-ST-4056,1
FUR-CH-5452,OFF-EN-5031,1
FUR-CH-5452,OFF-ST-4056,1
FUR-CH-4563,OFF-BI-2883,1
TEC-MA-5010,TEC-PH-3806,1
OFF-BI-3249,OFF-EN-4923,1
OFF-BI-3249,TEC-AC-5873,1
OFF-EN-4923,TEC-AC-5873,1
FUR-FU-3067,OFF-BI-3249,1
FUR-FU-3067,OFF-EN-4923,1
FUR-FU-3067,TEC-AC-5873,1
OFF-BI-3247,OFF-SU-4306,1
FUR-BO-4856,TEC-CO-5990,1
FUR-FU-4037,OFF-AR-3553,1
FUR-FU-4037,TEC-AC-5883,1
FUR-FU-3030,FUR-FU-4037,1
FUR-FU-3030,OFF-AR-3553,1
FUR-FU-3030,TEC-AC-5883,1
OFF-AR-3553,TEC-AC-5883,1
FUR-CH-5368,FUR-FU-3030,1
FUR-CH-5368,FUR-FU-4037,1
FUR-CH-5368,OFF-AR-3553,1
FUR-CH-5368,TEC-AC-5883,1
TEC-CO-3689,TEC-PH-3816,1
TEC-AC-4187,TEC-AC-5218,1
OFF-EN-3089,TEC-AC-4187,1
OFF-EN-3089,TEC-AC-5218,1
OFF-AR-3540,OFF-AR-5913,1
FUR-BO-3629,OFF-LA-3315,1
OFF-BI-4810,OFF-PA-6614,1
OFF-AR-3552,OFF-BI-4810,1
OFF-AR-3552,OFF-PA-6614,1
OFF-SU-4986,OFF-SU-6163,1
OFF-SU-4986,TEC-PH-5826,1
FUR-CH-4530,FUR-CH-5437,1
FUR-CH-4530,FUR-CH-5794,1
FUR-CH-4530,OFF-AR-3540,1
FUR-CH-4530,OFF-AR-5918,1
FUR-CH-4530,OFF-ST-4080,1
FUR-CH-4530,OFF-ST-5688,1
FUR-CH-4530,OFF-SU-4986,1
FUR-CH-4530,OFF-SU-6163,1
FUR-CH-4530,TEC-PH-5826,1
OFF-ST-4080,OFF-ST-5688,1
OFF-ST-4080,OFF-SU-4986,1
OFF-ST-4080,OFF-SU-6163,1
OFF-ST-4080,TEC-PH-5826,1
OFF-AR-5918,OFF-ST-4080,1
OFF-AR-5918,OFF-ST-5688,1
OFF-AR-5918,OFF-SU-4986,1
OFF-AR-5918,OFF-SU-6163,1
OFF-AR-5918,TEC-PH-5826,1
FUR-CH-5794,OFF-AR-3540,1
FUR-CH-5794,OFF-AR-5918,1
FUR-CH-5794,OFF-ST-4080,1
FUR-CH-5794,OFF-ST-5688,1
FUR-CH-5794,OFF-SU-4986,1
FUR-CH-5794,OFF-SU-6163,1
FUR-CH-5794,TEC-PH-5826,1
OFF-SU-6163,TEC-PH-5826,1
OFF-AR-3540,OFF-AR-5918,1
OFF-AR-3540,OFF-ST-4080,1
OFF-AR-3540,OFF-ST-5688,1
OFF-AR-3540,OFF-SU-6163,1
OFF-AR-3540,TEC-PH-5826,1
OFF-ST-5688,OFF-SU-4986,1
OFF-ST-5688,OFF-SU-6163,1
OFF-ST-5688,TEC-PH-5826,1
FUR-CH-5437,FUR-CH-5794,1
FUR-CH-5437,OFF-AR-3540,1
FUR-CH-5437,OFF-AR-5918,1
FUR-CH-5437,OFF-ST-4080,1
FUR-CH-5437,OFF-ST-5688,1
FUR-CH-5437,OFF-SU-4986,1
FUR-CH-5437,OFF-SU-6163,1
FUR-CH-5437,TEC-PH-5826,1
OFF-LA-3315,OFF-ST-6040,1
FUR-BO-4844,OFF-LA-3315,1
FUR-BO-4844,OFF-ST-6040,1
FUR-FU-6243,OFF-BI-3733,1
FUR-BO-3641,TEC-PH-5814,1
OFF-ST-5700,TEC-PH-3793,1
FUR-TA-4647,TEC-CO-3695,1
OFF-EN-4917,TEC-AC-5129,1
OFF-BI-4808,TEC-CO-4766,1
TEC-CO-4766,TEC-PH-5359,1
OFF-FA-6196,OFF-LA-6045,1
OFF-FA-6196,TEC-MA-4209,1
OFF-LA-6045,TEC-MA-4209,1
OFF-AR-6108,OFF-FA-6196,1
OFF-AR-6108,OFF-LA-6045,1
OFF-AR-6108,TEC-MA-4209,1
FUR-FU-5725,OFF-AR-6108,1
FUR-FU-5725,OFF-FA-6196,1
FUR-FU-5725,OFF-LA-6045,1
FUR-FU-5725,TEC-MA-4209,1
FUR-FU-5741,OFF-LA-5392,1
FUR-FU-5741,OFF-SU-4976,1
OFF-LA-5392,OFF-SU-4976,1
OFF-ST-4078,TEC-AC-5133,1
OFF-FA-5482,OFF-SU-4122,1
OFF-FA-5482,TEC-MA-6150,1
OFF-SU-4122,TEC-MA-6150,1
FUR-FU-3032,FUR-FU-3932,1
FUR-FU-3032,FUR-FU-4076,1
FUR-FU-3032,OFF-BI-3187,1
FUR-FU-4076,OFF-BI-3187,1
FUR-FU-3932,FUR-FU-4076,1
FUR-FU-3932,OFF-BI-3187,1
FUR-CH-4561,FUR-FU-3032,1
FUR-CH-4561,FUR-FU-3932,1
FUR-CH-4561,FUR-FU-4076,1
FUR-CH-4561,OFF-BI-3187,1
FUR-CH-5409,OFF-AR-3498,1
FUR-CH-5409,TEC-MA-5576,1
FUR-BO-5745,FUR-CH-4697,1
FUR-BO-5745,FUR-CH-5409,1
FUR-BO-5745,OFF-AR-3498,1
FUR-BO-5745,TEC-MA-5576,1
FUR-CH-4697,FUR-CH-5409,1
FUR-CH-4697,OFF-AR-3498,1
FUR-CH-4697,TEC-MA-5576,1
OFF-AR-3498,TEC-MA-5576,1
FUR-CH-5438,OFF-EN-4438,1
FUR-CH-5438,OFF-FA-5474,1
FUR-CH-5438,TEC-AC-4172,1
OFF-EN-4438,OFF-FA-5474,1
OFF-EN-4438,TEC-AC-4172,1
OFF-FA-5474,TEC-AC-4172,1
FUR-FU-5735,OFF-ST-6025,1
FUR-FU-5735,TEC-AC-3385,1
OFF-ST-6025,TEC-AC-3385,1
OFF-BI-3255,OFF-BI-6379,1
OFF-BI-3255,OFF-LA-4536,1
OFF-BI-6379,OFF-LA-4536,1
FUR-CH-5805,OFF-BI-3720,1
FUR-CH-5805,OFF-BI-3725,1
FUR-CH-5805,TEC-AC-3394,1
OFF-BI-3725,TEC-AC-3394,1
OFF-BI-3720,OFF-BI-3725,1
OFF-BI-3720,TEC-AC-3394,1
OFF-BI-2919,OFF-SU-6160,1
OFF-PA-4008,TEC-PH-5269,1
FUR-CH-5457,TEC-CO-4589,1
FUR-TA-5070,OFF-LA-4688,1
FUR-BO-4859,FUR-FU-5738,1
FUR-BO-4859,FUR-TA-5070,1
FUR-BO-4859,OFF-LA-4688,1
FUR-FU-5738,FUR-TA-5070,1
FUR-FU-5738,OFF-LA-4688,1
FUR-CH-5794,OFF-AR-3525,1
FUR-CH-5794,OFF-FA-6193,1
OFF-AR-3525,OFF-FA-6193,1
FUR-BO-3624,OFF-BI-3734,1
FUR-BO-3624,TEC-AC-5204,1
TEC-AC-5861,TEC-PH-3806,1
OFF-SU-4137,TEC-AC-5861,1
OFF-SU-4137,TEC-PH-3806,1
FUR-FU-3067,OFF-SU-4986,1
FUR-FU-3067,TEC-MA-5578,1
OFF-SU-4986,TEC-MA-5578,1
OFF-AP-4510,OFF-FA-6202,1
OFF-AP-4510,TEC-CO-4582,1
OFF-FA-6200,TEC-CO-4577,1
OFF-LA-4678,TEC-CO-4577,1
OFF-LA-5391,OFF-PA-3987,1
OFF-BI-2891,OFF-LA-5391,1
OFF-BI-2891,OFF-PA-3987,1
FUR-CH-4632,FUR-TA-3432,1
OFF-EN-3093,OFF-LA-5375,1
OFF-EN-3093,OFF-LA-5387,1
FUR-CH-4654,OFF-BI-3257,1
FUR-CH-4654,OFF-BI-3737,1
FUR-CH-4654,OFF-EN-3093,1
FUR-CH-4654,OFF-LA-5375,1
FUR-CH-4654,OFF-LA-5387,1
OFF-LA-5375,OFF-LA-5387,1
OFF-BI-3257,OFF-BI-3737,1
OFF-BI-3257,OFF-EN-3093,1
OFF-BI-3257,OFF-LA-5375,1
OFF-BI-3257,OFF-LA-5387,1
OFF-BI-3737,OFF-EN-3093,1
OFF-BI-3737,OFF-LA-5375,1
OFF-BI-3737,OFF-LA-5387,1
OFF-AR-3481,OFF-EN-4432,1
OFF-AR-3481,TEC-AC-4164,1
OFF-BI-6381,OFF-EN-4432,1
OFF-BI-6381,TEC-AC-4164,1
OFF-EN-4432,TEC-AC-4164,1
FUR-FU-4040,TEC-CO-4792,1
OFF-FA-6190,OFF-SU-2996,1
TEC-AC-5866,TEC-MA-4195,1
OFF-BI-6370,OFF-EN-4920,1
OFF-AP-3871,OFF-BI-6370,1
OFF-AP-3871,OFF-EN-4920,1
TEC-CO-3591,TEC-MA-5003,1
OFF-EN-3108,TEC-CO-3591,1
OFF-EN-3108,TEC-MA-5003,1
OFF-BI-3714,OFF-ST-4097,1
OFF-BI-3714,OFF-ST-4261,1
OFF-BI-3714,OFF-SU-4121,1
OFF-ST-4097,OFF-ST-4261,1
OFF-ST-4097,OFF-SU-4121,1
OFF-ST-4261,OFF-SU-4121,1
OFF-AP-4500,OFF-EN-3658,1
OFF-AP-4500,TEC-PH-3134,1
OFF-EN-3658,TEC-PH-3134,1
OFF-FA-6189,OFF-ST-6068,1
FUR-TA-5064,OFF-FA-6189,1
FUR-TA-5064,OFF-ST-6068,1
OFF-BI-3246,OFF-SU-4116,1
OFF-EN-3099,OFF-LA-4537,1
FUR-CH-5752,TEC-AC-4178,1
OFF-SU-2993,TEC-CO-4591,1
OFF-ST-4293,OFF-ST-6247,1
OFF-ST-4293,TEC-MA-5003,1
OFF-ST-6247,TEC-MA-5003,1
FUR-CH-4523,OFF-AR-3456,1
